Reviews,Sentiment
 সব নাটক এত ভালো লাগে কেনো নিশো ভাই এর জাস্ট জোস ছিল,positive
 অসাধারণ নাটক।,positive
 অনেকদিন পর কোন নাটক  প্রথম থেকে শেষ অবদি দেখলাম।ধন্যবাদ আপনাদের এত সুন্দর একটা নাটক উপহার দেয়ার জন্য,positive
 এই সব বালের নাটক কে বানায় আর যে এই নাটক লিখেছে তার কি একটু বাস্তব মনোভাব নাইনাটক এর তো প্রান থাকে সেই প্রান ই নাই আর নাটক এর একটা আগাগরা মাথা থাকে তাও নাই।আর মেয়ে দের চরিত্র ফুটিয়ে তুলেছে কিন্তু এই রকম ভাবে কোন কাজে ব্যাগাত দেয়া কোন মেয়ের কর্মকাণ্ড হীন ছাড়া কিছু না।,negative
" নাটকটা ষনেক বার দেখেছি, খবই ভাল লেগেছে,",positive
 অসাধারণ।।,positive
" পরিচালক কে ওনেক ধন্যবাদ,এতো সুন্দর নাটক উপহার দেওয়ার জন্যে",positive
 নিশো ভাই তুমি সেরা..দারুন নাটক...,positive
 বিউটিফুল,positive
 আমার দেখা আফরান নিশোর সবথেকে বাজে নাটক।এখন আবার অনেকেই আমাকে ডিটারজেন্ট ছাড়াই ধুয়ে দিবেন বাট এটাই সত্য,negative
 নিশো ভাই আর তিশা আপুর অভিনয়টা জাস্ট অসাধারণ,positive
 অমি ভাই ধন্যবাদ অনেক দিন পর সত্যিই এই ওয়ার্কটা বেস্ট অপেক্ষায় ছিলাম এ রকম নাটকের যেখানে ডায়লগ টা থাকবে নামাজ নিয়ে! লাভ ইউ অমি ভাই,positive
 তিশা সুপার,positive
 আজকে নিশো ভাইয়ের হাত ধরে এই তানজিন তিশা তারপর মেহজাবিন এর মার্কেট আছে তাই তানজিন তিশা এবং মেহজাবিন নিশো ভাইকে সম্মান করা দরকার কখনো তার কৃতিত্ব তারা  ভুলে  না,positive
